"trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","PID","START_TIME","EXP_AB","ATTENTION_FAILURES","trial","responses","view_history","x","y","actor","target_emotion"
"pavlovia","0","1367","0.0-0.0","","","","","","","","","","","","","",""
"html-button-response","1","38483","0.0-1.0","37113.20000000298","<h1>Welcome to the Multiethnic Face Database Study!</h1>","0","65076318d067065e1257a025","1760750011753","B","0","","","","","","",""
"html-button-response","2","40826","0.0-2.0","2341.5","<div style=""text-align: left; margin: 50px 80px -60px 80px;""><p><span style='text-decoration: underline;'><strong>CONSENT FORM </strong></span></p><p><strong>McGill University </strong></p><p><strong>Title of Research:</strong> A Dual Process Theory of Theory of Mind</p><p><strong>Researchers:</strong><br>Ian Gold, Ph.D., Professor, McGill University<br />Elizaveta Solomonova, Ph.D., Researcher, McGill University <br />Fernanda Perez-Gay Juarez, M.D., Ph.D., Psychiatry Resident, McGill University<br />Sophie Serebryany, Undergraduate Student, McGill University <br />Ani Shahbazian, Undergraduate Student, Concordia University<br>Sophie Hoyer, Undergraduate Student, McGill University</p><p><strong>Contact Information:<br />Tel:</strong> 514-398-8939 (Dr. Ian Gold) <br /><strong>Email:</strong> neurophilosophylabmcgill@gmail.com (all researchers)</p><p><strong>Purpose of the research:</strong><br> This study aims to measure people's ability to understand what others are thinking and feeling across different contexts and modalities. Please read through the description of the research project, and take the opportunity to ask any questions that you have about the project.</p><p><strong>What is involved in participating:</strong><br>You will be asked to look at a series of videos of facial expressions and answer questions about them. The online study in its entirety will take around [insert time], divided into 3 blocks with two 5-minute breaks in between. You will be asked to respond by placing your cursor on a grid after watching a video. You will only need a mouse and a keyboard to provide responses to the various tasks.</p><p><strong>Right to withdraw:</strong><br>Please note that your participation is voluntary, and you are free to withdraw at any time without any negative consequences. Once you consent to participate, you may proceed to complete the online tasks. At the end of the experiment, you will see the message 'This is the end of the study. Please click on the button 'Complete the Experiment' to save your data and obtain your payment code.' Once you click the button, your data will be automatically collected through Pavlovia. Since participants will be anonymized (identified only by an alphanumeric code assigned by Prolific), the data will not be able to be withdrawn anonymously once you have completed the experiment. If you wish to withdraw consent without data collection, do not click the button to end the experiment and just close your browser.</p><p><strong>Confidentiality:</strong><br>The study's data will be kept for 7 years, stored in a password-protected virtual drive under the jurisdiction of McGill University (Dr. Ian Gold McGill's OneDrive). Your responses will be kept strictly confidential and will be identified only by means of your Prolific ID and never with your name or other identifying information. Only members of Dr. Ian Gold's lab will have access to identifiable study materials. You will not be identified or identifiable in any report or reports that result from the research (peer reviewed publications, presentations at national and international conferences, etc).</p><p><strong>Compensation:</strong><br>You will be compensated with &pound;9 for the completion of the study which should take approximately 60 minutes. Please use the completion code given to you at the end of the study to retrieve your payment in your Prolific account. Please note that if you decide to withdraw before finishing a session, there will be no way to compensate you for the time you spent, given that your data will not be saved.</p><p><strong>Risks &amp; Benefits:</strong> The only associated risks associated with this study are screen fatigue. If you have questions or concerns regarding your rights or welfare as a participant in this research study, please contact the Manager, Research Ethics at 514-398-6831 or lynda.mcneil@mcgill.ca.</p><p><strong>Consent:</strong><br>Please click on the button below if you have read the above information and consent to participate in this study. Otherwise, you can just close this window and return to the experiment in Prolific. Agreeing to participate in this study does not waive any of your rights or release the researchers from their responsibilities. To ensure the study is being conducted properly, authorized individuals, such as a member of the Research Ethics Board, may have access to your information.</p></div>","0","","","","","false","","","","","",""
"survey-demo","3","94853","0.0-3.0","54018.39999999851","","","65076318d067065e1257a025","1760750011753","","","demo","{""age"":""23"",""gender"":""Woman"",""ethnicity"":[""Middle Eastern.""],""education"":""University/College (BA/BS/...)"",""religion"":""Muslim"",""birthcountry"":""Canada"",""residencecountry"":""Canada"",""yearsresidence"":""23"",""internetspeed"":""400""}","","","","",""
"instructions","4","131017","0.0-6.0-0.0","36161.19999999553","","","","","","","","","[{""page_index"":0,""viewing_time"":13722},{""page_index"":1,""viewing_time"":13462.10000000149},{""page_index"":2,""viewing_time"":8976.69999999553}]","","","",""
"html-keyboard-response","5","132020","0.0-6.0-1.0","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","6","136425","0.0-6.0-2.0","","","","","","","","","","","","","",""
"image-keyboard-response","7","136928","0.0-6.0-3.0","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","8","141920","0.0-6.0-4.0","2293.7000000029802","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid-practice","","","-39","44","12","Doubtful"
"html-button-response","9","168525","0.0-7.0","26603.39999999851","<div style=""width: 1000px; height: 70px""><p>You will now be shown a series of short videos. Please identify an appropriate location in the grid for the emotion expressed as you did before in the practice trials. Starting now, your responses will be recorded.</p><p>Click <strong>Continue</strong> to start. Good luck!</p></div>","0","","","","","false","","","","","",""
"html-keyboard-response","10","169527","0.0-8.0-0.0","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","11","174022","0.0-8.0-1.0","","","","","","","","","","","","","",""
"image-keyboard-response","12","174525","0.0-8.0-2.0","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","13","178690","0.0-8.0-3.0","3268.39999999851","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-30","-74","F4","arrogant"
"html-keyboard-response","14","179693","0.0-8.0-0.1","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","15","184510","0.0-8.0-1.1","","","","","","","","","","","","","",""
"image-keyboard-response","16","185012","0.0-8.0-2.1","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","17","187094","0.0-8.0-3.1","1096.3000000044703","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","80","85","M5","contented"
"html-keyboard-response","18","188096","0.0-8.0-0.2","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","19","191900","0.0-8.0-1.2","","","","","","","","","","","","","",""
"image-keyboard-response","20","192401","0.0-8.0-2.2","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","21","194465","0.0-8.0-3.2","1413.1000000014901","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-1","32","M1","relaxed"
"html-keyboard-response","22","195468","0.0-8.0-0.3","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","23","199916","0.0-8.0-1.3","","","","","","","","","","","","","",""
"image-keyboard-response","24","200419","0.0-8.0-2.3","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","25","202365","0.0-8.0-3.3","1423","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","0","1","F4","defiant"
"html-keyboard-response","26","203368","0.0-8.0-0.4","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","27","207741","0.0-8.0-1.4","","","","","","","","","","","","","",""
"image-keyboard-response","28","208243","0.0-8.0-2.4","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","29","209921","0.0-8.0-3.4","1377","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-44","-14","F4","dominant"
"html-keyboard-response","30","210923","0.0-8.0-0.5","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","31","215435","0.0-8.0-1.5","","","","","","","","","","","","","",""
"image-keyboard-response","32","215937","0.0-8.0-2.5","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","33","217253","0.0-8.0-3.5","842.7000000029802","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-82","-114","F6","puzzled"
"html-keyboard-response","34","218256","0.0-8.0-0.6","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","35","222894","0.0-8.0-1.6","","","","","","","","","","","","","",""
"image-keyboard-response","36","223396","0.0-8.0-2.6","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","37","224731","0.0-8.0-3.6","993.8999999985099","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","11","2","F6","contemplative"
"html-keyboard-response","38","225734","0.0-8.0-0.7","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","39","230198","0.0-8.0-1.7","","","","","","","","","","","","","",""
"image-keyboard-response","40","230700","0.0-8.0-2.7","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","41","233985","0.0-8.0-3.7","2994.8000000044703","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-74","-9","M5","suspicious"
"html-keyboard-response","42","234988","0.0-8.0-0.8","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","43","239627","0.0-8.0-1.8","","","","","","","","","","","","","",""
"image-keyboard-response","44","240128","0.0-8.0-2.8","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","45","241854","0.0-8.0-3.8","1377.8999999985099","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-81","70","F5","serious"
"html-keyboard-response","46","242857","0.0-8.0-0.9","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","47","247483","0.0-8.0-1.9","","","","","","","","","","","","","",""
"image-keyboard-response","48","247985","0.0-8.0-2.9","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","49","250035","0.0-8.0-3.9","1405.7000000029802","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-57","84","M2","distrustful"
"html-keyboard-response","50","251038","0.0-8.0-0.10","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","51","255418","0.0-8.0-1.10","","","","","","","","","","","","","",""
"image-keyboard-response","52","255920","0.0-8.0-2.10","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","53","257076","0.0-8.0-3.10","839.3999999985099","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","125","99","F5","amused"
"html-keyboard-response","54","258079","0.0-8.0-0.11","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","55","262463","0.0-8.0-1.11","","","","","","","","","","","","","",""
"image-keyboard-response","56","262965","0.0-8.0-2.11","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
