"trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","PID","START_TIME","EXP_AB","ATTENTION_FAILURES","trial","responses","view_history","actor","target_emotion"
"pavlovia","0","1230","0.0-0.0","","","","","","","","","","","",""
"html-button-response","1","2619","0.0-1.0","1387.5","<h1>Welcome to the Multiethnic Face Database Study!</h1>","0","6716795c1b7040129a5aa74b","1760814078149","A","0","","","","",""
"html-button-response","2","4514","0.0-2.0","1894.5","<div style=""text-align: left; margin: 50px 80px -60px 80px;""><p><span style='text-decoration: underline;'><strong>CONSENT FORM </strong></span></p><p><strong>McGill University </strong></p><p><strong>Title of Research:</strong> A Dual Process Theory of Theory of Mind</p><p><strong>Researchers:</strong><br>Ian Gold, Ph.D., Professor, McGill University<br />Elizaveta Solomonova, Ph.D., Researcher, McGill University <br />Fernanda Perez-Gay Juarez, M.D., Ph.D., Psychiatry Resident, McGill University<br />Sophie Serebryany, Undergraduate Student, McGill University <br />Ani Shahbazian, Undergraduate Student, Concordia University<br>Sophie Hoyer, Undergraduate Student, McGill University</p><p><strong>Contact Information:<br />Tel:</strong> 514-398-8939 (Dr. Ian Gold) <br /><strong>Email:</strong> neurophilosophylabmcgill@gmail.com (all researchers)</p><p><strong>Purpose of the research:</strong><br> This study aims to measure people's ability to understand what others are thinking and feeling across different contexts and modalities. Please read through the description of the research project, and take the opportunity to ask any questions that you have about the project.</p><p><strong>What is involved in participating:</strong><br>You will be asked to look at a series of videos of facial expressions and answer questions about them. The online study in its entirety will take around [insert time], divided into 3 blocks with two 5-minute breaks in between. You will be asked to respond by answering multiple choice questions about the video. You will only need a mouse and a keyboard to provide responses to the various tasks.</p><p><strong>Right to withdraw:</strong><br>Please note that your participation is voluntary, and you are free to withdraw at any time without any negative consequences. Once you consent to participate, you may proceed to complete the online tasks. At the end of the experiment, you will see the message 'This is the end of the study. Please click on the button 'Complete the Experiment' to save your data and obtain your payment code.' Once you click the button, your data will be automatically collected through Pavlovia. Since participants will be anonymized (identified only by an alphanumeric code assigned by Prolific), the data will not be able to be withdrawn anonymously once you have completed the experiment. If you wish to withdraw consent without data collection, do not click the button to end the experiment and just close your browser.</p><p><strong>Confidentiality:</strong><br>The study's data will be kept for 7 years, stored in a password-protected virtual drive under the jurisdiction of McGill University (Dr. Ian Gold McGill's OneDrive). Your responses will be kept strictly confidential and will be identified only by means of your Prolific ID and never with your name or other identifying information. Only members of Dr. Ian Gold's lab will have access to identifiable study materials. You will not be identified or identifiable in any report or reports that result from the research (peer reviewed publications, presentations at national and international conferences, etc).</p><p><strong>Compensation:</strong><br>You will be compensated with &pound;9 for the completion of the study which should take approximately 60 minutes. Please use the completion code given to you at the end of the study to retrieve your payment in your Prolific account. Please note that if you decide to withdraw before finishing a session, there will be no way to compensate you for the time you spent, given that your data will not be saved.</p><p><strong>Risks &amp; Benefits:</strong> The only associated risks associated with this study are screen fatigue. If you have questions or concerns regarding your rights or welfare as a participant in this research study, please contact the Manager, Research Ethics at 514-398-6831 or lynda.mcneil@mcgill.ca.</p><p><strong>Consent:</strong><br>Please click on the button below if you have read the above information and consent to participate in this study. Otherwise, you can just close this window and return to the experiment in Prolific. Agreeing to participate in this study does not waive any of your rights or release the researchers from their responsibilities. To ensure the study is being conducted properly, authorized individuals, such as a member of the Research Ethics Board, may have access to your information.</p></div>","0","","","","","false","","","",""
"survey-demo","3","40026","0.0-3.0","35507.299999952316","","","6716795c1b7040129a5aa74b","1760814078149","","","demo","{""age"":""33"",""gender"":""Woman"",""ethnicity"":[""Black""],""education"":""University/College (BA/BS/...)"",""religion"":""Muslim"",""birthcountry"":""Nigeria"",""residencecountry"":""United Kingdom of Great Britain and Northern Ireland"",""yearsresidence"":""6"",""internetspeed"":""120""}","","",""
"instructions","4","67265","0.0-6.0-0.0","27236.69999998808","","","","","","","","","[{""page_index"":0,""viewing_time"":991.5},{""page_index"":1,""viewing_time"":21200.5},{""page_index"":2,""viewing_time"":723.6000000238419},{""page_index"":3,""viewing_time"":3481},{""page_index"":4,""viewing_time"":839.8999999761581}]","",""
"html-keyboard-response","5","68274","0.0-6.0-1.0","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","6","76685","0.0-6.0-2.0","","","","","","","","","","","",""
"image-keyboard-response","7","77201","0.0-6.0-3.0","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","8","78589","0.0-6.0-4.0","1385.5","","doubtful","","","","","tom-labels-practice","","","12","Doubtful"
"html-button-response","9","79414","0.0-7.0","824.8000000119209","<div style=""width: 1000px; height: 45px""><p>You will now be shown a series of short videos. Please select the label that best describes the emotion that the face was showing. Please provide one best guess for each item. Starting now, your responses will be recorded.</p><p>Click <strong>Continue</strong> to start. Good luck!</p></div>","0","","","","","false","","","",""
"html-keyboard-response","10","80417","0.0-8.0-0.0","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","11","87408","0.0-8.0-1.0","","","","","","","","","","","",""
"image-keyboard-response","12","87917","0.0-8.0-2.0","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","13","89801","0.0-8.0-3.0","1881.800000011921","","enthused","","","","","tom-labels","","","M5","enthused"
"html-keyboard-response","14","90814","0.0-8.0-0.1","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","15","97690","0.0-8.0-1.1","","","","","","","","","","","",""
"image-keyboard-response","16","98200","0.0-8.0-2.1","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","17","100727","0.0-8.0-3.1","2526.199999988079","","preoccupied","","","","","tom-labels","","","F5","serious"
"html-keyboard-response","18","101734","0.0-8.0-0.2","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","19","109113","0.0-8.0-1.2","","","","","","","","","","","",""
"image-keyboard-response","20","109620","0.0-8.0-2.2","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","21","113707","0.0-8.0-3.2","4084.5","","reassuring","","","","","tom-labels","","","F5","intrigued"
"html-keyboard-response","22","114722","0.0-8.0-0.3","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","23","122017","0.0-8.0-1.3","","","","","","","","","","","",""
"image-keyboard-response","24","122524","0.0-8.0-2.3","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","25","128343","0.0-8.0-3.3","5816.200000047684","","deciding","","","","","tom-labels","","","M5","hostile"
"html-keyboard-response","26","129359","0.0-8.0-0.4","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","27","135871","0.0-8.0-1.4","","","","","","","","","","","",""
"image-keyboard-response","28","136378","0.0-8.0-2.4","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","29","138495","0.0-8.0-3.4","2114.899999976158","","enthused","","","","","tom-labels","","","F2","fantasizing"
"html-keyboard-response","30","139512","0.0-8.0-0.5","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","31","146382","0.0-8.0-1.5","","","","","","","","","","","",""
"image-keyboard-response","32","146892","0.0-8.0-2.5","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","33","151836","0.0-8.0-3.5","4942.400000035763","","impatient","","","","","tom-labels","","","F4","impatient"
"html-keyboard-response","34","152841","0.0-8.0-0.6","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","35","160550","0.0-8.0-1.6","","","","","","","","","","","",""
"image-keyboard-response","36","161069","0.0-8.0-2.6","null","stimuli/noise_texture.png","null","","","","","","","","",""
