"trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","PID","START_TIME","EXP_AB","ATTENTION_FAILURES","trial","responses","view_history","actor","target_emotion"
"pavlovia","0","3406","0.0-0.0","","","","","","","","","","","",""
"html-button-response","1","7596","0.0-1.0","4187","<h1>Welcome to the Multiethnic Face Database Study!</h1>","0","673e222bdb1a35935b3075f1","1760808967363","A","0","","","","",""
"html-button-response","2","76488","0.0-2.0","68886","<div style=""text-align: left; margin: 50px 80px -60px 80px;""><p><span style='text-decoration: underline;'><strong>CONSENT FORM </strong></span></p><p><strong>McGill University </strong></p><p><strong>Title of Research:</strong> A Dual Process Theory of Theory of Mind</p><p><strong>Researchers:</strong><br>Ian Gold, Ph.D., Professor, McGill University<br />Elizaveta Solomonova, Ph.D., Researcher, McGill University <br />Fernanda Perez-Gay Juarez, M.D., Ph.D., Psychiatry Resident, McGill University<br />Sophie Serebryany, Undergraduate Student, McGill University <br />Ani Shahbazian, Undergraduate Student, Concordia University<br>Sophie Hoyer, Undergraduate Student, McGill University</p><p><strong>Contact Information:<br />Tel:</strong> 514-398-8939 (Dr. Ian Gold) <br /><strong>Email:</strong> neurophilosophylabmcgill@gmail.com (all researchers)</p><p><strong>Purpose of the research:</strong><br> This study aims to measure people's ability to understand what others are thinking and feeling across different contexts and modalities. Please read through the description of the research project, and take the opportunity to ask any questions that you have about the project.</p><p><strong>What is involved in participating:</strong><br>You will be asked to look at a series of videos of facial expressions and answer questions about them. The online study in its entirety will take around [insert time], divided into 3 blocks with two 5-minute breaks in between. You will be asked to respond by answering multiple choice questions about the video. You will only need a mouse and a keyboard to provide responses to the various tasks.</p><p><strong>Right to withdraw:</strong><br>Please note that your participation is voluntary, and you are free to withdraw at any time without any negative consequences. Once you consent to participate, you may proceed to complete the online tasks. At the end of the experiment, you will see the message 'This is the end of the study. Please click on the button 'Complete the Experiment' to save your data and obtain your payment code.' Once you click the button, your data will be automatically collected through Pavlovia. Since participants will be anonymized (identified only by an alphanumeric code assigned by Prolific), the data will not be able to be withdrawn anonymously once you have completed the experiment. If you wish to withdraw consent without data collection, do not click the button to end the experiment and just close your browser.</p><p><strong>Confidentiality:</strong><br>The study's data will be kept for 7 years, stored in a password-protected virtual drive under the jurisdiction of McGill University (Dr. Ian Gold McGill's OneDrive). Your responses will be kept strictly confidential and will be identified only by means of your Prolific ID and never with your name or other identifying information. Only members of Dr. Ian Gold's lab will have access to identifiable study materials. You will not be identified or identifiable in any report or reports that result from the research (peer reviewed publications, presentations at national and international conferences, etc).</p><p><strong>Compensation:</strong><br>You will be compensated with &pound;9 for the completion of the study which should take approximately 60 minutes. Please use the completion code given to you at the end of the study to retrieve your payment in your Prolific account. Please note that if you decide to withdraw before finishing a session, there will be no way to compensate you for the time you spent, given that your data will not be saved.</p><p><strong>Risks &amp; Benefits:</strong> The only associated risks associated with this study are screen fatigue. If you have questions or concerns regarding your rights or welfare as a participant in this research study, please contact the Manager, Research Ethics at 514-398-6831 or lynda.mcneil@mcgill.ca.</p><p><strong>Consent:</strong><br>Please click on the button below if you have read the above information and consent to participate in this study. Otherwise, you can just close this window and return to the experiment in Prolific. Agreeing to participate in this study does not waive any of your rights or release the researchers from their responsibilities. To ensure the study is being conducted properly, authorized individuals, such as a member of the Research Ethics Board, may have access to your information.</p></div>","0","","","","","false","","","",""
"survey-demo","3","193974","0.0-3.0","117461","","","673e222bdb1a35935b3075f1","1760808967363","","","demo","{""age"":""25"",""gender"":""Woman"",""ethnicity"":[""Black""],""education"":""Graduate school (Masters)"",""religion"":""Christian"",""birthcountry"":""Nigeria"",""residencecountry"":""United States of America"",""yearsresidence"":""21"",""internetspeed"":""280""}","","",""
"instructions","4","513777","0.0-6.0-0.0","319798","","","","","","","","","[{""page_index"":0,""viewing_time"":36308},{""page_index"":1,""viewing_time"":104373},{""page_index"":2,""viewing_time"":57865},{""page_index"":3,""viewing_time"":111103},{""page_index"":4,""viewing_time"":10149}]","",""
"html-keyboard-response","5","514788","0.0-6.0-1.0","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","6","845145","0.0-6.0-2.0","","","","","","","","","","","",""
"image-keyboard-response","7","845661","0.0-6.0-3.0","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","8","848990","0.0-6.0-4.0","3319","","doubtful","","","","","tom-labels-practice","","","12","Doubtful"
"html-button-response","9","850563","0.0-7.0","1571","<div style=""width: 1000px; height: 45px""><p>You will now be shown a series of short videos. Please select the label that best describes the emotion that the face was showing. Please provide one best guess for each item. Starting now, your responses will be recorded.</p><p>Click <strong>Continue</strong> to start. Good luck!</p></div>","0","","","","","false","","","",""
"html-keyboard-response","10","851571","0.0-8.0-0.0","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","11","861610","0.0-8.0-1.0","","","","","","","","","","","",""
"image-keyboard-response","12","862129","0.0-8.0-2.0","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","13","881747","0.0-8.0-3.0","19612","","worried","","","","","tom-labels","","","M3","imploring"
"html-keyboard-response","14","882756","0.0-8.0-0.1","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","15","892630","0.0-8.0-1.1","","","","","","","","","","","",""
"image-keyboard-response","16","893137","0.0-8.0-2.1","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","17","895773","0.0-8.0-3.1","2633","","baffled","","","","","tom-labels","","","M2","regretful"
"html-keyboard-response","18","896792","0.0-8.0-0.2","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","19","904464","0.0-8.0-1.2","","","","","","","","","","","",""
"image-keyboard-response","20","904971","0.0-8.0-2.2","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","21","912544","0.0-8.0-3.2","7568","","preoccupied","","","","","tom-labels","","","F3","incredulous"
"html-keyboard-response","22","913554","0.0-8.0-0.3","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","23","925811","0.0-8.0-1.3","","","","","","","","","","","",""
"image-keyboard-response","24","926315","0.0-8.0-2.3","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","25","928465","0.0-8.0-3.3","2142","","terrified","","","","","tom-labels","","","F6","terrified"
"html-keyboard-response","26","929473","0.0-8.0-0.4","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","27","940328","0.0-8.0-1.4","","","","","","","","","","","",""
"image-keyboard-response","28","940838","0.0-8.0-2.4","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","29","948328","0.0-8.0-3.4","7481","","thoughtful","","","","","tom-labels","","","F4","dubious"
"html-keyboard-response","30","949335","0.0-8.0-0.5","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","31","959428","0.0-8.0-1.5","","","","","","","","","","","",""
"image-keyboard-response","32","959948","0.0-8.0-2.5","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","33","974388","0.0-8.0-3.5","14434","","aghast","","","","","tom-labels","","","M3","aghast"
"html-keyboard-response","34","975394","0.0-8.0-0.6","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","35","986599","0.0-8.0-1.6","","","","","","","","","","","",""
"image-keyboard-response","36","987121","0.0-8.0-2.6","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","37","991129","0.0-8.0-3.6","4005","","affectionate","","","","","tom-labels","","","M4","affectionate"
"html-keyboard-response","38","992138","0.0-8.0-0.7","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","39","1002645","0.0-8.0-1.7","","","","","","","","","","","",""
"image-keyboard-response","40","1003154","0.0-8.0-2.7","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","41","1019310","0.0-8.0-3.7","16149","","grateful","","","","","tom-labels","","","F5","grateful"
"html-keyboard-response","42","1020315","0.0-8.0-0.8","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","43","1028117","0.0-8.0-1.8","","","","","","","","","","","",""
"image-keyboard-response","44","1028620","0.0-8.0-2.8","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","45","1031627","0.0-8.0-3.8","3000","","fascinated","","","","","tom-labels","","","F3","fascinated"
"html-keyboard-response","46","1032637","0.0-8.0-0.9","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","47","1045967","0.0-8.0-1.9","","","","","","","","","","","",""
"image-keyboard-response","48","1046484","0.0-8.0-2.9","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","49","1052682","0.0-8.0-3.9","6190","","serious","","","","","tom-labels","","","F5","serious"
"html-keyboard-response","50","1053694","0.0-8.0-0.10","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","51","1062121","0.0-8.0-1.10","","","","","","","","","","","",""
"image-keyboard-response","52","1062631","0.0-8.0-2.10","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","53","1069582","0.0-8.0-3.10","6943","","despondent","","","","","tom-labels","","","F3","entertained"
"html-keyboard-response","54","1070588","0.0-8.0-0.11","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","55","1092861","0.0-8.0-1.11","","","","","","","","","","","",""
"image-keyboard-response","56","1093369","0.0-8.0-2.11","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","57","1112396","0.0-8.0-3.11","19020","","fantasizing","","","","","tom-labels","","","F2","fantasizing"
"html-keyboard-response","58","1113404","0.0-8.0-0.12","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","59","1123921","0.0-8.0-1.12","","","","","","","","","","","",""
"image-keyboard-response","60","1124439","0.0-8.0-2.12","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","61","1135361","0.0-8.0-3.12","10915","","interested","","","","","tom-labels","","","F2","interested"
"html-keyboard-response","62","1136366","0.0-8.0-0.13","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","63","1147925","0.0-8.0-1.13","","","","","","","","","","","",""
"image-keyboard-response","64","1148440","0.0-8.0-2.13","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","65","1150235","0.0-8.0-3.13","1789","","puzzled","","","","","tom-labels","","","F6","puzzled"
"html-keyboard-response","66","1151239","0.0-8.0-0.14","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","67","1160079","0.0-8.0-1.14","","","","","","","","","","","",""
"image-keyboard-response","68","1160588","0.0-8.0-2.14","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","69","1164288","0.0-8.0-3.14","3693","","sarcastic","","","","","tom-labels","","","M1","sarcastic"
"html-keyboard-response","70","1165307","0.0-8.0-0.15","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","71","1182042","0.0-8.0-1.15","","","","","","","","","","","",""
"image-keyboard-response","72","1182548","0.0-8.0-2.15","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","73","1186547","0.0-8.0-3.15","3993","","baffled","","","","","tom-labels","","","M5","embarrassed"
"html-keyboard-response","74","1187564","0.0-8.0-0.16","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","75","1195728","0.0-8.0-1.16","","","","","","","","","","","",""
"image-keyboard-response","76","1196236","0.0-8.0-2.16","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","77","1199474","0.0-8.0-3.16","3234","","flirtatious","","","","","tom-labels","","","M2","desire"
"html-keyboard-response","78","1200563","0.0-8.0-0.17","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","79","1212510","0.0-8.0-1.17","","","","","","","","","","","",""
"image-keyboard-response","80","1213027","0.0-8.0-2.17","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","81","1222701","0.0-8.0-3.17","9666","","thoughtful","","","","","tom-labels","","","F2","relaxed"
"html-keyboard-response","82","1223707","0.0-8.0-0.18","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","83","1231223","0.0-8.0-1.18","","","","","","","","","","","",""
"image-keyboard-response","84","1231733","0.0-8.0-2.18","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","85","1234949","0.0-8.0-3.18","3211","","deciding","","","","","tom-labels","","","M3","jealous"
"html-keyboard-response","86","1235957","0.0-8.0-0.19","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","87","1247380","0.0-8.0-1.19","","","","","","","","","","","",""
"image-keyboard-response","88","1247888","0.0-8.0-2.19","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","89","1258754","0.0-8.0-3.19","10863","","flustered","","","","","tom-labels","","","F4","flustered"
"html-keyboard-response","90","1259761","0.0-8.0-0.20","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","91","1279803","0.0-8.0-1.20","","","","","","","","","","","",""
"image-keyboard-response","92","1280320","0.0-8.0-2.20","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","93","1284465","0.0-8.0-3.20","4138","","interested","","","","","tom-labels","","","F6","accusing"
"html-keyboard-response","94","1285472","0.0-8.0-0.21","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","95","1295914","0.0-8.0-1.21","","","","","","","","","","","",""
"image-keyboard-response","96","1296427","0.0-8.0-2.21","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","97","1310362","0.0-8.0-3.21","13928","","pensive","","","","","tom-labels","","","M2","defiant"
"html-keyboard-response","98","1311375","0.0-8.0-0.22","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","99","1321434","0.0-8.0-1.22","","","","","","","","","","","",""
"image-keyboard-response","100","1321945","0.0-8.0-2.22","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","101","1324212","0.0-8.0-3.22","2261","","contemplative","","","","","tom-labels","","","M3","decisive"
