"trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","PID","START_TIME","EXP_AB","ATTENTION_FAILURES","trial","responses","view_history","actor","target_emotion"
"pavlovia","0","987","0.0-0.0","","","","","","","","","","","",""
"html-button-response","1","4288","0.0-1.0","3293.5","<h1>Welcome to the Multiethnic Face Database Study!</h1>","0","671a5785170a0f6380c51f28","1760803935580","A","0","","","","",""
"html-button-response","2","19112","0.0-2.0","14820.59999999404","<div style=""text-align: left; margin: 50px 80px -60px 80px;""><p><span style='text-decoration: underline;'><strong>CONSENT FORM </strong></span></p><p><strong>McGill University </strong></p><p><strong>Title of Research:</strong> A Dual Process Theory of Theory of Mind</p><p><strong>Researchers:</strong><br>Ian Gold, Ph.D., Professor, McGill University<br />Elizaveta Solomonova, Ph.D., Researcher, McGill University <br />Fernanda Perez-Gay Juarez, M.D., Ph.D., Psychiatry Resident, McGill University<br />Sophie Serebryany, Undergraduate Student, McGill University <br />Ani Shahbazian, Undergraduate Student, Concordia University<br>Sophie Hoyer, Undergraduate Student, McGill University</p><p><strong>Contact Information:<br />Tel:</strong> 514-398-8939 (Dr. Ian Gold) <br /><strong>Email:</strong> neurophilosophylabmcgill@gmail.com (all researchers)</p><p><strong>Purpose of the research:</strong><br> This study aims to measure people's ability to understand what others are thinking and feeling across different contexts and modalities. Please read through the description of the research project, and take the opportunity to ask any questions that you have about the project.</p><p><strong>What is involved in participating:</strong><br>You will be asked to look at a series of videos of facial expressions and answer questions about them. The online study in its entirety will take around [insert time], divided into 3 blocks with two 5-minute breaks in between. You will be asked to respond by answering multiple choice questions about the video. You will only need a mouse and a keyboard to provide responses to the various tasks.</p><p><strong>Right to withdraw:</strong><br>Please note that your participation is voluntary, and you are free to withdraw at any time without any negative consequences. Once you consent to participate, you may proceed to complete the online tasks. At the end of the experiment, you will see the message 'This is the end of the study. Please click on the button 'Complete the Experiment' to save your data and obtain your payment code.' Once you click the button, your data will be automatically collected through Pavlovia. Since participants will be anonymized (identified only by an alphanumeric code assigned by Prolific), the data will not be able to be withdrawn anonymously once you have completed the experiment. If you wish to withdraw consent without data collection, do not click the button to end the experiment and just close your browser.</p><p><strong>Confidentiality:</strong><br>The study's data will be kept for 7 years, stored in a password-protected virtual drive under the jurisdiction of McGill University (Dr. Ian Gold McGill's OneDrive). Your responses will be kept strictly confidential and will be identified only by means of your Prolific ID and never with your name or other identifying information. Only members of Dr. Ian Gold's lab will have access to identifiable study materials. You will not be identified or identifiable in any report or reports that result from the research (peer reviewed publications, presentations at national and international conferences, etc).</p><p><strong>Compensation:</strong><br>You will be compensated with &pound;9 for the completion of the study which should take approximately 60 minutes. Please use the completion code given to you at the end of the study to retrieve your payment in your Prolific account. Please note that if you decide to withdraw before finishing a session, there will be no way to compensate you for the time you spent, given that your data will not be saved.</p><p><strong>Risks &amp; Benefits:</strong> The only associated risks associated with this study are screen fatigue. If you have questions or concerns regarding your rights or welfare as a participant in this research study, please contact the Manager, Research Ethics at 514-398-6831 or lynda.mcneil@mcgill.ca.</p><p><strong>Consent:</strong><br>Please click on the button below if you have read the above information and consent to participate in this study. Otherwise, you can just close this window and return to the experiment in Prolific. Agreeing to participate in this study does not waive any of your rights or release the researchers from their responsibilities. To ensure the study is being conducted properly, authorized individuals, such as a member of the Research Ethics Board, may have access to your information.</p></div>","0","","","","","false","","","",""
"survey-demo","3","106510","0.0-3.0","87370.79999999702","","","671a5785170a0f6380c51f28","1760803935580","","","demo","{""age"":""32"",""gender"":""Woman"",""ethnicity"":[""Black""],""education"":""Trade/vocational school"",""religion"":""Christian"",""birthcountry"":""Nigeria"",""residencecountry"":""United Kingdom of Great Britain and Northern Ireland"",""yearsresidence"":""3"",""internetspeed"":""49""}","","",""
"instructions","4","462710","0.0-6.0-0.0","356194.60000000894","","","","","","","","","[{""page_index"":0,""viewing_time"":14309.5},{""page_index"":1,""viewing_time"":21402.10000000894},{""page_index"":2,""viewing_time"":23541.5},{""page_index"":3,""viewing_time"":287594.59999999404},{""page_index"":4,""viewing_time"":9346}]","",""
"html-keyboard-response","5","463720","0.0-6.0-1.0","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","6","473634","0.0-6.0-2.0","","","","","","","","","","","",""
"image-keyboard-response","7","474148","0.0-6.0-3.0","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","8","479175","0.0-6.0-4.0","5021.600000008941","","doubtful","","","","","tom-labels-practice","","","12","Doubtful"
"html-button-response","9","484270","0.0-7.0","5092.0999999940395","<div style=""width: 1000px; height: 45px""><p>You will now be shown a series of short videos. Please select the label that best describes the emotion that the face was showing. Please provide one best guess for each item. Starting now, your responses will be recorded.</p><p>Click <strong>Continue</strong> to start. Good luck!</p></div>","0","","","","","false","","","",""
"html-keyboard-response","10","485277","0.0-8.0-0.0","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","11","490849","0.0-8.0-1.0","","","","","","","","","","","",""
"image-keyboard-response","12","491362","0.0-8.0-2.0","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","13","499330","0.0-8.0-3.0","7965.70000000298","","sympathetic","","","","","tom-labels","","","F2","relaxed"
"html-keyboard-response","14","500338","0.0-8.0-0.1","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","15","505882","0.0-8.0-1.1","","","","","","","","","","","",""
"image-keyboard-response","16","506395","0.0-8.0-2.1","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","17","513142","0.0-8.0-3.1","6744.70000000298","","affectionate","","","","","tom-labels","","","M5","eager"
"html-keyboard-response","18","514146","0.0-8.0-0.2","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","19","519796","0.0-8.0-1.2","","","","","","","","","","","",""
"image-keyboard-response","20","520307","0.0-8.0-2.2","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","21","529892","0.0-8.0-3.2","9582.60000000894","","sympathetic","","","","","tom-labels","","","F6","sympathetic"
"html-keyboard-response","22","530899","0.0-8.0-0.3","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","23","536346","0.0-8.0-1.3","","","","","","","","","","","",""
"image-keyboard-response","24","536850","0.0-8.0-2.3","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","25","541676","0.0-8.0-3.3","4823.600000008941","","flustered","","","","","tom-labels","","","M4","flustered"
"html-keyboard-response","26","542688","0.0-8.0-0.4","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","27","548296","0.0-8.0-1.4","","","","","","","","","","","",""
"image-keyboard-response","28","548808","0.0-8.0-2.4","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","29","552708","0.0-8.0-3.4","3897.6000000089407","","convinced","","","","","tom-labels","","","M4","intrigued"
"html-keyboard-response","30","553713","0.0-8.0-0.5","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","31","559092","0.0-8.0-1.5","","","","","","","","","","","",""
"image-keyboard-response","32","559609","0.0-8.0-2.5","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","33","568817","0.0-8.0-3.5","9204.29999999702","","guilty","","","","","tom-labels","","","M5","guilty"
"html-keyboard-response","34","569827","0.0-8.0-0.6","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","35","575269","0.0-8.0-1.6","","","","","","","","","","","",""
"image-keyboard-response","36","575782","0.0-8.0-2.6","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","37","587392","0.0-8.0-3.6","11608.79999999702","","relaxed","","","","","tom-labels","","","M5","friendly"
"html-keyboard-response","38","588395","0.0-8.0-0.7","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","39","593527","0.0-8.0-1.7","","","","","","","","","","","",""
"image-keyboard-response","40","594033","0.0-8.0-2.7","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","41","597240","0.0-8.0-3.7","3205","","upset","","","","","tom-labels","","","F3","fearful"
"html-keyboard-response","42","598247","0.0-8.0-0.8","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","43","603701","0.0-8.0-1.8","","","","","","","","","","","",""
"image-keyboard-response","44","604211","0.0-8.0-2.8","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","45","613252","0.0-8.0-3.8","9038.39999999106","","fantasizing","","","","","tom-labels","","","F2","fantasizing"
"html-keyboard-response","46","614260","0.0-8.0-0.9","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","47","619881","0.0-8.0-1.9","","","","","","","","","","","",""
"image-keyboard-response","48","620387","0.0-8.0-2.9","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","49","627478","0.0-8.0-3.9","7087.79999999702","","comforting","","","","","tom-labels","","","F6","comforting"
"html-keyboard-response","50","628486","0.0-8.0-0.10","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","51","633926","0.0-8.0-1.10","","","","","","","","","","","",""
"image-keyboard-response","52","634442","0.0-8.0-2.10","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","53","640680","0.0-8.0-3.10","6234.20000000298","","serious","","","","","tom-labels","","","F4","upset"
"html-keyboard-response","54","641697","0.0-8.0-0.11","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","55","647103","0.0-8.0-1.11","","","","","","","","","","","",""
"image-keyboard-response","56","647609","0.0-8.0-2.11","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","57","650108","0.0-8.0-3.11","2497.2000000029802","","grateful","","","","","tom-labels","","","M3","grateful"
"html-keyboard-response","58","651124","0.0-8.0-0.12","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","59","656724","0.0-8.0-1.12","","","","","","","","","","","",""
"image-keyboard-response","60","657236","0.0-8.0-2.12","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","61","660016","0.0-8.0-3.12","2776.1000000089407","","contented","","","","","tom-labels","","","M2","desire"
"html-keyboard-response","62","661023","0.0-8.0-0.13","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","63","666466","0.0-8.0-1.13","","","","","","","","","","","",""
"image-keyboard-response","64","666977","0.0-8.0-2.13","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","65","673939","0.0-8.0-3.13","6960.5999999940395","","reflective","","","","","tom-labels","","","F4","indifferent"
"html-keyboard-response","66","674946","0.0-8.0-0.14","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","67","680012","0.0-8.0-1.14","","","","","","","","","","","",""
"image-keyboard-response","68","680515","0.0-8.0-2.14","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","69","682611","0.0-8.0-3.14","2094","","depressed","","","","","tom-labels","","","F3","depressed"
