"trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","PID","START_TIME","EXP_AB","ATTENTION_FAILURES","trial","responses","view_history","actor","target_emotion"
"pavlovia","0","740","0.0-0.0","","","","","","","","","","","",""
"html-button-response","1","3130","0.0-1.0","2388.89999999851","<h1>Welcome to the Multiethnic Face Database Study!</h1>","0","6704539fe462b87182866f14","1760800891675","A","0","","","","",""
"html-button-response","2","5597","0.0-2.0","2464.900000002235","<div style=""text-align: left; margin: 50px 80px -60px 80px;""><p><span style='text-decoration: underline;'><strong>CONSENT FORM </strong></span></p><p><strong>McGill University </strong></p><p><strong>Title of Research:</strong> A Dual Process Theory of Theory of Mind</p><p><strong>Researchers:</strong><br>Ian Gold, Ph.D., Professor, McGill University<br />Elizaveta Solomonova, Ph.D., Researcher, McGill University <br />Fernanda Perez-Gay Juarez, M.D., Ph.D., Psychiatry Resident, McGill University<br />Sophie Serebryany, Undergraduate Student, McGill University <br />Ani Shahbazian, Undergraduate Student, Concordia University<br>Sophie Hoyer, Undergraduate Student, McGill University</p><p><strong>Contact Information:<br />Tel:</strong> 514-398-8939 (Dr. Ian Gold) <br /><strong>Email:</strong> neurophilosophylabmcgill@gmail.com (all researchers)</p><p><strong>Purpose of the research:</strong><br> This study aims to measure people's ability to understand what others are thinking and feeling across different contexts and modalities. Please read through the description of the research project, and take the opportunity to ask any questions that you have about the project.</p><p><strong>What is involved in participating:</strong><br>You will be asked to look at a series of videos of facial expressions and answer questions about them. The online study in its entirety will take around [insert time], divided into 3 blocks with two 5-minute breaks in between. You will be asked to respond by answering multiple choice questions about the video. You will only need a mouse and a keyboard to provide responses to the various tasks.</p><p><strong>Right to withdraw:</strong><br>Please note that your participation is voluntary, and you are free to withdraw at any time without any negative consequences. Once you consent to participate, you may proceed to complete the online tasks. At the end of the experiment, you will see the message 'This is the end of the study. Please click on the button 'Complete the Experiment' to save your data and obtain your payment code.' Once you click the button, your data will be automatically collected through Pavlovia. Since participants will be anonymized (identified only by an alphanumeric code assigned by Prolific), the data will not be able to be withdrawn anonymously once you have completed the experiment. If you wish to withdraw consent without data collection, do not click the button to end the experiment and just close your browser.</p><p><strong>Confidentiality:</strong><br>The study's data will be kept for 7 years, stored in a password-protected virtual drive under the jurisdiction of McGill University (Dr. Ian Gold McGill's OneDrive). Your responses will be kept strictly confidential and will be identified only by means of your Prolific ID and never with your name or other identifying information. Only members of Dr. Ian Gold's lab will have access to identifiable study materials. You will not be identified or identifiable in any report or reports that result from the research (peer reviewed publications, presentations at national and international conferences, etc).</p><p><strong>Compensation:</strong><br>You will be compensated with &pound;9 for the completion of the study which should take approximately 60 minutes. Please use the completion code given to you at the end of the study to retrieve your payment in your Prolific account. Please note that if you decide to withdraw before finishing a session, there will be no way to compensate you for the time you spent, given that your data will not be saved.</p><p><strong>Risks &amp; Benefits:</strong> The only associated risks associated with this study are screen fatigue. If you have questions or concerns regarding your rights or welfare as a participant in this research study, please contact the Manager, Research Ethics at 514-398-6831 or lynda.mcneil@mcgill.ca.</p><p><strong>Consent:</strong><br>Please click on the button below if you have read the above information and consent to participate in this study. Otherwise, you can just close this window and return to the experiment in Prolific. Agreeing to participate in this study does not waive any of your rights or release the researchers from their responsibilities. To ensure the study is being conducted properly, authorized individuals, such as a member of the Research Ethics Board, may have access to your information.</p></div>","0","","","","","false","","","",""
"survey-demo","3","64248","0.0-3.0","58644.699999999255","","","6704539fe462b87182866f14","1760800891675","","","demo","{""age"":""43"",""gender"":""Man"",""ethnicity"":[""White""],""education"":""Graduate school (Masters)"",""religion"":""Christian"",""birthcountry"":""Spain"",""residencecountry"":""United Kingdom of Great Britain and Northern Ireland"",""yearsresidence"":""17"",""internetspeed"":""35""}","","",""
"instructions","4","288876","0.0-6.0-0.0","224626.69999999925","","","","","","","","","[{""page_index"":0,""viewing_time"":38605.900000002235},{""page_index"":1,""viewing_time"":35762.199999999255},{""page_index"":2,""viewing_time"":32636.800000000745},{""page_index"":3,""viewing_time"":95067.39999999851},{""page_index"":4,""viewing_time"":22553.800000000745}]","",""
"html-keyboard-response","5","289879","0.0-6.0-1.0","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","6","294310","0.0-6.0-2.0","","","","","","","","","","","",""
"image-keyboard-response","7","294812","0.0-6.0-3.0","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","8","298204","0.0-6.0-4.0","3391.699999999255","","offended","","","","","tom-labels-practice","","","12","Doubtful"
"html-button-response","9","300246","0.0-7.0","2040.6000000014901","<div style=""width: 1000px; height: 45px""><p>You will now be shown a series of short videos. Please select the label that best describes the emotion that the face was showing. Please provide one best guess for each item. Starting now, your responses will be recorded.</p><p>Click <strong>Continue</strong> to start. Good luck!</p></div>","0","","","","","false","","","",""
"html-keyboard-response","10","301249","0.0-8.0-0.0","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","11","305929","0.0-8.0-1.0","","","","","","","","","","","",""
"image-keyboard-response","12","306432","0.0-8.0-2.0","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","13","309112","0.0-8.0-3.0","2679.900000002235","","anxious","","","","","tom-labels","","","F7","anxious"
"html-keyboard-response","14","310114","0.0-8.0-0.1","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","15","314534","0.0-8.0-1.1","","","","","","","","","","","",""
"image-keyboard-response","16","315036","0.0-8.0-2.1","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","17","319539","0.0-8.0-3.1","4500.199999999255","","fearful","","","","","tom-labels","","","F8","decisive"
"html-keyboard-response","18","320540","0.0-8.0-0.2","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","19","324991","0.0-8.0-1.2","","","","","","","","","","","",""
"image-keyboard-response","20","325494","0.0-8.0-2.2","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","21","330939","0.0-8.0-3.2","5443.79999999702","","thoughtful","","","","","tom-labels","","","F5","thoughtful"
"html-keyboard-response","22","331941","0.0-8.0-0.3","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","23","336749","0.0-8.0-1.3","","","","","","","","","","","",""
"image-keyboard-response","24","337251","0.0-8.0-2.3","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","25","343667","0.0-8.0-3.3","6413.5","","relaxed","","","","","tom-labels","","","F2","relaxed"
"html-keyboard-response","26","344669","0.0-8.0-0.4","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","27","348984","0.0-8.0-1.4","","","","","","","","","","","",""
"image-keyboard-response","28","349487","0.0-8.0-2.4","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","29","367767","0.0-8.0-3.4","18277.10000000149","","embarrassed","","","","","tom-labels","","","F7","embarrassed"
"html-keyboard-response","30","368769","0.0-8.0-0.5","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","31","373392","0.0-8.0-1.5","","","","","","","","","","","",""
"image-keyboard-response","32","373894","0.0-8.0-2.5","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","33","384659","0.0-8.0-3.5","10761.599999997765","","earnest","","","","","tom-labels","","","M5","earnest"
"html-keyboard-response","34","385662","0.0-8.0-0.6","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","35","390065","0.0-8.0-1.6","","","","","","","","","","","",""
"image-keyboard-response","36","390566","0.0-8.0-2.6","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","37","393418","0.0-8.0-3.6","2850.2999999970198","","horrified","","","","","tom-labels","","","F8","horrified"
"html-keyboard-response","38","394420","0.0-8.0-0.7","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","39","398593","0.0-8.0-1.7","","","","","","","","","","","",""
"image-keyboard-response","40","399095","0.0-8.0-2.7","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","41","402204","0.0-8.0-3.7","3107.300000000745","","arrogant","","","","","tom-labels","","","M1","arrogant"
"html-keyboard-response","42","403206","0.0-8.0-0.8","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","43","407655","0.0-8.0-1.8","","","","","","","","","","","",""
"image-keyboard-response","44","408159","0.0-8.0-2.8","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","45","413453","0.0-8.0-3.8","5292.300000000745","","hostile","","","","","tom-labels","","","F6","hostile"
"html-keyboard-response","46","414456","0.0-8.0-0.9","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","47","419361","0.0-8.0-1.9","","","","","","","","","","","",""
"image-keyboard-response","48","419864","0.0-8.0-2.9","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","49","423270","0.0-8.0-3.9","3404.800000000745","","deciding","","","","","tom-labels","","","F6","deciding"
"html-keyboard-response","50","424273","0.0-8.0-0.10","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","51","429167","0.0-8.0-1.10","","","","","","","","","","","",""
"image-keyboard-response","52","429668","0.0-8.0-2.10","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","53","435048","0.0-8.0-3.10","5377.900000002235","","despondent","","","","","tom-labels","","","M6","despondent"
"html-keyboard-response","54","436051","0.0-8.0-0.11","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","55","440315","0.0-8.0-1.11","","","","","","","","","","","",""
"image-keyboard-response","56","440818","0.0-8.0-2.11","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","57","443679","0.0-8.0-3.11","2859.39999999851","","distrustful","","","","","tom-labels","","","F3","distrustful"
"html-keyboard-response","58","444681","0.0-8.0-0.12","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","59","449022","0.0-8.0-1.12","","","","","","","","","","","",""
"image-keyboard-response","60","449524","0.0-8.0-2.12","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","61","452027","0.0-8.0-3.12","2502.60000000149","","doubtful","","","","","tom-labels","","","F3","preoccupied"
"html-keyboard-response","62","453032","0.0-8.0-0.13","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","63","457603","0.0-8.0-1.13","","","","","","","","","","","",""
"image-keyboard-response","64","458105","0.0-8.0-2.13","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","65","461564","0.0-8.0-3.13","3455","","terrified","","","","","tom-labels","","","M5","terrified"
"html-keyboard-response","66","462566","0.0-8.0-0.14","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","67","466969","0.0-8.0-1.14","","","","","","","","","","","",""
"image-keyboard-response","68","467470","0.0-8.0-2.14","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","69","471279","0.0-8.0-3.14","3806.7999999970198","","uneasy","","","","","tom-labels","","","F7","uneasy"
"html-keyboard-response","70","472281","0.0-8.0-0.15","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","71","476955","0.0-8.0-1.15","","","","","","","","","","","",""
"image-keyboard-response","72","477458","0.0-8.0-2.15","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","73","483039","0.0-8.0-3.15","5578.5","","desire","","","","","tom-labels","","","M2","desire"
"html-keyboard-response","74","484041","0.0-8.0-0.16","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","75","488331","0.0-8.0-1.16","","","","","","","","","","","",""
"image-keyboard-response","76","488834","0.0-8.0-2.16","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","77","494160","0.0-8.0-3.16","5323.300000000745","","affectionate","","","","","tom-labels","","","F4","affectionate"
"html-keyboard-response","78","495162","0.0-8.0-0.17","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","79","499595","0.0-8.0-1.17","","","","","","","","","","","",""
"image-keyboard-response","80","500097","0.0-8.0-2.17","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","81","504475","0.0-8.0-3.17","4376.300000000745","","comforting","","","","","tom-labels","","","F6","comforting"
"html-keyboard-response","82","505478","0.0-8.0-0.18","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","83","509828","0.0-8.0-1.18","","","","","","","","","","","",""
"image-keyboard-response","84","510329","0.0-8.0-2.18","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","85","514159","0.0-8.0-3.18","3827.39999999851","","serious","","","","","tom-labels","","","F5","serious"
"html-keyboard-response","86","515162","0.0-8.0-0.19","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","87","519432","0.0-8.0-1.19","","","","","","","","","","","",""
"image-keyboard-response","88","519933","0.0-8.0-2.19","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","89","524278","0.0-8.0-3.19","4341.800000000745","","grateful","","","","","tom-labels","","","M3","grateful"
"html-keyboard-response","90","525281","0.0-8.0-0.20","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","91","529839","0.0-8.0-1.20","","","","","","","","","","","",""
"image-keyboard-response","92","530341","0.0-8.0-2.20","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","93","540040","0.0-8.0-3.20","9698.300000000745","","aghast","","","","","tom-labels","","","F7","aghast"
"html-keyboard-response","94","541042","0.0-8.0-0.21","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","95","545580","0.0-8.0-1.21","","","","","","","","","","","",""
"image-keyboard-response","96","546083","0.0-8.0-2.21","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","97","548892","0.0-8.0-3.21","2807.2999999970198","","playful","","","","","tom-labels","","","F2","playful"
"html-keyboard-response","98","549894","0.0-8.0-0.22","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","99","554329","0.0-8.0-1.22","","","","","","","","","","","",""
"image-keyboard-response","100","554832","0.0-8.0-2.22","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","101","557818","0.0-8.0-3.22","2983.39999999851","","upset","","","","","tom-labels","","","F4","upset"
"html-keyboard-response","102","558821","0.0-8.0-0.23","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","103","563362","0.0-8.0-1.23","","","","","","","","","","","",""
"image-keyboard-response","104","563864","0.0-8.0-2.23","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","105","567292","0.0-8.0-3.23","3426.400000002235","","flustered","","","","","tom-labels","","","M6","reflective"
"html-keyboard-response","106","568294","0.0-8.0-0.24","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","107","572750","0.0-8.0-1.24","","","","","","","","","","","",""
"image-keyboard-response","108","573252","0.0-8.0-2.24","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","109","576663","0.0-8.0-3.24","3409.39999999851","","suspicious","","","","","tom-labels","","","M2","stern"
